Timestamp,Lane ID,Time of Day,Day of Week,Weather Condition,Lane Width (m),Road Type,Season/Month,Occasion/Event,Location,Traffic Density (Vehicles)
2021-10-09 19:38:33,1,5,3,5,15,2,2,1,2,1218
2022-10-06 06:27:59,1,2,5,1,15,3,4,3,1,1641
2022-10-29 14:24:27,1,2,7,3,25,1,4,0,0,1658
2022-01-18 10:31:31,3,2,5,1,30,3,1,0,5,1455
2024-09-02 18:42:32,3,4,3,3,30,2,4,1,5,2048
2021-01-02 00:57:25,3,1,6,2,25,3,4,1,0,1235
2022-04-11 06:03:34,3,4,1,4,20,2,2,1,1,2116
2021-03-18 14:13:23,2,4,5,4,25,3,1,3,6,1750
2023-11-01 12:54:38,2,2,4,1,25,1,2,1,6,1703
2020-09-18 05:30:43,4,3,7,5,10,3,1,2,0,1333
2023-05-30 23:01:40,1,1,3,3,10,1,3,0,4,1167
2020-10-22 19:53:18,2,1,2,4,25,3,1,0,3,1234
2020-08-28 16:08:19,4,4,5,4,20,3,4,2,2,1847
2020-11-10 18:32:03,3,5,3,3,10,1,1,2,0,1488
2020-11-09 06:43:35,1,3,4,2,30,2,4,2,6,1360
2021-08-17 19:19:07,2,2,7,2,30,3,4,3,3,1449
2024-06-17 14:02:23,3,5,6,2,30,3,2,2,3,1466
2020-04-20 14:10:07,4,3,1,1,15,2,4,3,4,1143
2024-07-18 05:41:39,4,2,2,1,25,3,2,3,4,1436
2020-05-12 07:12:11,3,2,6,4,10,2,4,1,0,1741
2020-11-17 10:47:07,2,4,3,5,15,3,1,1,0,1905
2021-03-03 18:12:26,2,4,5,4,25,1,4,0,4,1557
2020-07-19 07:38:45,3,2,7,2,20,3,1,2,4,1541
2020-10-05 20:55:39,4,2,4,3,25,2,2,0,4,1787
2023-05-04 17:25:49,2,1,3,1,25,3,4,0,0,1026
2020-08-04 16:08:40,4,4,4,1,15,3,1,0,1,1627
2024-06-21 18:43:51,3,3,5,3,15,3,4,0,3,1100
2021-08-31 23:51:28,3,1,5,3,25,3,4,0,2,1211
2021-01-27 16:48:48,4,5,4,4,30,2,2,1,4,1578
2020-12-07 13:37:14,2,5,2,1,30,2,4,2,0,1643
2022-06-16 09:52:35,1,3,3,5,10,3,4,0,6,1242
2021-03-24 06:43:24,4,1,7,2,15,1,2,1,5,1100
2022-10-21 07:24:28,2,3,4,3,15,2,4,1,6,1308
2023-03-04 12:10:02,2,4,1,3,30,1,2,0,3,1569
2022-06-16 05:52:55,3,3,6,1,25,1,4,3,1,1276
2020-01-07 11:16:12,2,3,5,1,30,2,1,2,3,1255
2022-03-03 14:23:31,3,2,2,3,20,3,1,0,3,1594
2020-03-20 01:00:21,1,4,7,3,25,3,2,0,6,1543
2021-03-16 18:24:30,1,5,1,2,20,1,1,0,5,1235
2024-05-22 01:55:19,4,1,1,4,10,2,2,0,2,1276
2022-07-24 01:19:11,1,2,2,1,30,2,3,3,1,1393
2020-05-15 04:44:46,1,2,1,3,15,1,3,0,3,1436
2020-11-08 11:42:53,3,5,1,5,25,1,1,1,4,1395
2021-09-16 05:30:16,3,2,2,2,25,1,3,2,1,1407
2023-09-14 16:33:20,2,5,6,3,30,2,4,0,1,1241
2024-07-02 20:18:49,3,1,6,5,20,3,2,0,5,1270
2020-04-20 15:34:19,3,4,7,1,15,3,4,0,3,1478
2024-06-19 23:42:26,4,5,1,5,10,2,1,0,3,1300
2024-07-30 12:27:26,3,4,6,2,20,2,2,2,5,1946
2022-10-20 05:16:05,4,2,6,2,15,2,2,1,2,1563
2020-09-07 04:16:06,2,2,5,4,15,1,1,1,4,1684
2024-05-25 13:30:18,4,1,4,2,30,3,1,0,1,1210
2022-07-12 13:50:33,2,5,7,2,10,1,3,0,5,1370
2024-03-15 06:23:25,4,3,6,3,25,1,1,0,5,1219
2021-09-22 06:51:14,4,1,3,4,25,2,2,3,0,1337
2021-06-06 22:21:20,4,2,7,5,20,3,3,1,0,1390
2020-05-06 21:43:11,3,5,5,5,25,1,2,2,1,1362
2023-11-06 08:49:01,3,2,1,1,30,3,1,0,1,1497
2021-10-25 09:03:24,1,1,7,3,25,2,3,1,0,1182
2021-07-04 01:18:14,3,5,7,3,25,2,1,1,5,1515
2020-10-27 08:31:20,4,1,7,2,30,1,3,0,2,1243
2020-10-31 09:43:53,4,1,3,4,15,2,4,2,3,1391
2023-07-14 15:24:19,3,2,5,3,25,2,2,1,2,1688
2020-07-17 09:23:42,4,2,1,4,20,3,4,1,0,1537
2022-11-27 19:07:40,2,1,3,5,15,3,2,3,0,1282
2024-01-12 11:46:55,3,5,7,1,15,2,1,3,1,1445
2024-04-18 19:48:28,3,1,1,5,25,3,2,3,1,1200
2022-08-16 11:56:21,1,3,1,2,30,2,4,3,1,1146
2023-09-02 04:59:54,2,3,4,2,25,2,1,3,4,1169
2021-03-20 20:05:43,1,3,3,4,30,2,3,2,4,1547
2020-04-19 03:37:17,4,5,1,4,10,3,2,0,3,1355
2020-12-28 04:55:44,2,5,7,4,25,2,2,1,2,1444
2020-06-30 11:07:53,2,1,4,1,30,2,1,2,1,1267
2020-09-08 09:26:04,4,2,4,4,25,2,3,3,6,1555
2023-02-07 12:18:59,3,1,7,2,15,2,2,3,1,1363
2021-01-23 02:45:35,1,3,5,3,30,1,3,3,2,1597
2021-03-01 04:00:21,1,4,3,5,10,3,1,0,2,1779
2024-03-07 00:50:38,1,2,2,3,30,3,3,3,2,1546
2022-12-04 13:05:14,1,4,6,2,15,2,3,0,4,1746
2022-07-13 00:09:00,4,5,5,3,20,2,1,0,6,1097
2021-11-04 13:12:39,1,4,7,1,10,2,4,3,4,1858
2023-03-27 21:49:26,2,2,5,2,15,1,2,3,3,1820
2020-03-23 12:25:13,1,2,1,2,10,3,3,3,3,1361
2021-08-29 11:14:17,3,3,1,1,20,2,3,0,2,1691
2021-06-27 14:27:22,3,3,3,5,10,2,4,0,6,1275
2022-01-09 09:13:03,2,1,5,1,20,1,1,1,2,1239
2024-05-19 13:23:25,1,2,2,5,10,3,4,1,4,1818
2022-11-09 08:08:35,4,1,6,2,20,3,3,3,4,1147
2022-02-14 09:52:08,2,3,2,1,30,3,2,1,6,1174
2020-03-03 10:17:48,1,1,7,1,25,1,1,0,5,1082
2021-09-04 16:47:33,4,1,1,5,30,3,2,3,0,1255
2023-09-16 06:35:23,2,2,6,1,30,2,4,0,4,1556
2020-06-21 11:14:27,1,2,1,5,20,3,2,1,4,1485
2020-01-26 05:31:37,4,3,4,4,30,2,4,0,5,1119
2023-12-07 02:04:14,1,3,3,5,25,2,4,0,6,1103
2020-09-07 08:20:23,4,4,6,2,20,3,3,0,2,1853
2024-06-21 02:47:41,4,4,6,5,15,1,4,1,1,1735
2021-01-14 23:35:32,1,2,2,1,10,1,3,1,6,1250
2023-03-31 19:03:00,4,4,4,5,25,2,4,1,2,1867
2020-07-16 02:01:21,2,4,7,1,25,3,4,1,3,1815
2020-12-27 10:35:23,2,1,6,4,10,3,2,0,4,1207
2023-05-05 09:23:13,3,2,4,1,15,2,4,2,3,1625
2022-09-08 22:01:20,2,1,3,3,30,3,1,2,5,1342
2023-06-21 12:59:18,2,3,2,3,15,1,4,0,2,1183
2021-08-28 15:36:49,2,5,6,2,30,3,3,0,2,1317
2024-01-14 15:47:13,1,5,2,2,25,1,2,3,3,1379
2020-11-24 19:55:17,4,5,5,2,30,1,4,0,1,1255
2020-02-08 20:57:34,1,3,7,3,20,3,3,0,3,1542
2022-08-15 19:10:57,3,2,4,4,10,3,4,3,5,1750
2021-06-17 16:51:18,4,2,7,4,15,3,4,1,1,1828
2021-06-16 13:57:35,1,3,6,1,20,3,1,0,2,1107
2021-11-09 21:27:50,2,3,4,2,30,2,4,2,3,1249
2023-09-20 18:16:10,2,2,7,1,10,2,4,0,6,1410
2022-02-22 09:15:35,2,5,1,5,15,1,4,2,2,1194
2022-01-21 11:09:12,3,4,1,1,15,2,2,1,1,1818
2023-11-19 14:07:25,2,2,4,3,30,1,2,3,0,1764
2022-03-10 19:45:25,3,2,3,1,25,3,1,0,1,1558
2020-08-19 04:45:39,1,4,2,2,10,2,1,1,2,2026
2020-11-28 09:13:16,4,3,5,5,15,1,4,0,1,1205
2021-04-04 16:14:34,1,3,5,2,30,2,2,0,3,1133
2022-07-06 23:24:09,2,4,5,1,10,3,2,0,3,1439
2024-03-24 11:52:43,1,4,7,5,10,1,3,2,5,2114
2020-04-26 15:47:02,1,4,5,1,10,1,4,1,3,1748
2020-04-25 05:34:44,4,1,2,5,10,2,1,2,3,1118
2023-12-07 09:49:25,4,1,5,4,15,1,3,2,3,1227
2023-08-21 10:25:18,4,5,3,2,15,3,2,3,4,1376
2020-01-27 01:19:39,2,3,4,2,25,3,1,2,3,1323
2021-12-23 02:10:15,3,3,2,1,20,1,2,0,4,1251
2020-06-10 16:40:28,1,1,2,1,25,3,3,3,4,1051
2024-05-16 12:36:06,1,3,5,2,20,3,2,1,0,1242
2021-12-16 04:32:37,1,3,7,3,30,3,3,3,2,1433
2021-07-31 01:10:06,1,2,1,1,15,1,4,3,1,1745
2024-01-08 09:50:24,2,3,4,3,15,2,4,0,0,1245
2021-08-17 22:30:07,4,4,5,3,10,1,1,3,6,2019
2023-12-22 04:08:49,4,5,3,1,25,2,1,2,6,1345
2021-03-13 21:35:59,3,2,4,5,20,1,4,1,6,1707
2020-12-14 21:42:32,2,3,7,4,10,3,2,0,6,1478
2022-07-04 08:55:47,2,3,2,4,10,1,3,2,2,1522
2023-10-26 19:39:36,3,2,1,4,15,2,3,0,1,1422
2024-03-02 08:34:20,3,5,7,2,25,2,2,0,6,1409
2024-05-09 14:50:53,1,3,7,1,30,2,2,0,0,1094
2020-08-21 04:35:53,2,3,2,3,25,2,3,0,1,1418
2023-10-05 13:26:22,3,2,3,2,10,2,2,3,4,1609
2022-08-03 03:42:34,2,3,7,3,30,3,2,0,1,1230
2020-11-29 13:58:26,1,1,6,1,25,3,2,1,1,1223
2021-07-17 08:31:36,3,2,6,1,25,3,3,1,6,1130
2020-05-31 22:20:05,3,3,6,5,20,2,4,0,2,1047
2023-04-05 20:53:57,2,4,1,4,20,1,1,3,6,1787
2021-11-19 21:17:05,1,4,1,5,15,2,3,1,0,1816
2021-04-13 19:22:09,3,4,4,5,15,2,2,0,5,1520
2020-01-16 13:32:08,4,4,6,4,25,3,3,1,3,1897
2021-11-02 22:23:39,3,4,4,2,10,3,1,2,4,2048
2024-03-26 01:14:09,1,5,2,4,10,2,4,2,5,1465
2020-09-15 16:53:23,2,2,1,3,15,1,4,1,2,1664
2020-10-11 15:20:48,3,4,7,4,30,3,4,3,3,1892
2024-04-03 22:26:35,1,4,2,2,15,2,4,1,4,1984
2024-04-04 13:51:23,3,1,2,5,20,3,2,1,5,1361
2020-11-23 00:31:56,3,1,2,2,30,1,2,2,4,1406
2023-11-19 06:08:23,4,1,3,1,20,2,1,3,1,1233
2020-09-15 00:05:38,4,4,4,5,10,3,4,0,2,1735
2023-11-15 17:13:20,3,1,1,2,30,1,2,1,6,1054
2020-08-01 10:10:12,2,3,2,4,30,1,2,1,1,1175
2022-04-28 23:51:23,4,4,2,2,30,3,4,0,4,1436
2023-06-12 16:06:31,4,4,2,5,25,3,3,3,2,1958
2020-02-27 15:43:35,3,1,1,5,15,3,4,1,3,1347
2022-03-04 08:58:15,4,2,5,2,25,3,1,3,3,1671
2022-08-06 04:30:15,2,1,7,5,30,2,4,1,5,1306
2022-08-02 12:17:42,4,5,6,3,15,3,4,2,3,1675
2024-01-05 05:43:42,2,1,5,2,25,1,4,2,3,1291
2020-06-09 02:27:03,1,2,2,5,25,2,4,2,6,1489
2021-04-09 12:05:06,3,1,2,1,15,1,4,2,6,1169
2024-05-31 05:19:33,1,2,7,4,30,2,1,0,4,1448
2022-06-14 13:29:24,4,1,6,2,10,1,4,0,0,1021
2020-02-21 08:25:27,2,1,2,4,10,3,2,3,3,1418
2021-03-03 14:06:10,2,3,1,2,25,2,1,2,4,1212
2022-07-13 10:55:55,1,2,5,5,30,3,2,3,1,1577
2024-08-31 20:38:55,1,3,2,3,10,3,3,3,1,1595
2020-11-18 20:05:55,2,5,1,4,20,1,2,1,2,1405
2022-10-25 06:50:27,4,4,2,5,10,3,2,1,4,1972
2021-02-17 15:39:04,3,4,7,5,25,2,4,1,0,1797
2023-03-09 14:28:30,2,5,3,5,30,2,1,0,3,1136
2023-07-11 17:17:50,4,2,5,3,25,2,1,1,2,1846
2022-10-27 16:08:14,1,1,6,3,10,2,3,1,0,1360
2022-02-03 06:16:52,4,3,2,2,30,2,1,3,0,1316
2024-07-08 05:03:35,2,4,3,5,20,3,1,1,4,1951
2021-11-28 08:53:10,1,2,7,4,25,1,4,2,4,1600
2020-04-30 22:45:41,1,1,5,1,30,3,3,2,6,1287
2022-01-23 21:19:27,4,4,6,4,30,3,2,0,6,1669
2020-06-19 14:06:07,2,3,4,4,30,1,3,2,5,1451
2023-12-10 19:26:03,2,5,2,3,25,2,1,1,2,1503
2024-01-25 20:32:15,2,1,3,4,25,3,4,0,3,1197
2020-09-18 07:57:39,3,5,1,2,20,2,1,3,0,1253
2023-10-10 12:14:38,3,2,1,5,25,2,4,0,3,1463
2022-04-15 04:44:53,2,5,6,3,10,1,2,0,3,1458
2024-06-30 00:01:20,1,3,3,2,30,3,1,2,0,1218
2020-03-31 00:47:10,1,4,3,5,20,1,2,0,4,1567
2024-08-12 12:23:09,4,3,7,2,15,1,1,2,0,1362
2023-01-01 05:40:28,1,1,7,5,25,2,1,0,3,1193
2021-05-18 04:49:10,4,5,1,4,15,3,3,0,6,1202
2022-03-28 06:27:33,2,4,5,5,20,3,1,2,0,1843
2021-11-20 05:42:03,2,5,2,1,20,3,4,3,3,1285
2023-11-23 03:50:45,2,1,5,4,15,1,2,3,5,1191
2023-12-13 03:25:02,4,1,4,3,25,3,4,2,1,1146
2023-01-26 23:59:38,1,4,5,4,15,1,1,2,2,1999
2023-03-01 05:04:51,4,3,2,4,25,3,3,3,2,1635
2023-02-09 03:23:04,1,5,7,2,20,2,2,3,1,1566
2020-11-13 08:41:00,2,1,6,1,20,3,2,3,4,1151
2024-09-02 18:56:59,4,4,3,4,15,2,4,3,4,2063
2023-06-26 00:05:22,4,1,6,4,25,2,1,1,5,1176
2023-10-19 22:21:31,3,5,3,4,20,3,1,3,3,1556
2021-01-05 12:51:29,3,5,7,5,20,3,3,3,4,1462
2023-04-02 15:49:50,3,5,4,4,20,1,1,2,1,1334
2022-04-07 01:08:44,1,2,3,3,30,1,3,2,3,1503
2024-01-21 14:28:07,2,4,3,1,20,2,1,3,1,1645
2023-11-14 22:38:03,2,2,1,5,30,1,1,3,2,1515
2022-05-29 06:22:14,4,3,4,2,25,3,3,3,5,1505
2020-05-17 04:59:48,3,2,2,4,10,1,2,3,4,1879
2022-03-16 16:44:15,1,3,5,5,25,1,2,0,0,1108
2020-01-27 12:01:29,4,1,2,5,30,3,1,2,4,1237
2022-10-11 07:37:48,4,2,7,3,25,1,3,3,0,1458
2021-01-03 14:50:04,4,5,6,2,15,1,4,1,5,1771
2022-12-09 13:59:58,4,4,5,1,15,2,2,1,2,1790
2023-02-25 06:19:59,2,5,7,2,25,2,3,3,3,1634
2023-01-06 21:27:20,1,4,6,3,15,1,2,3,0,1926
2022-02-26 02:58:45,2,3,3,2,25,1,3,0,2,1456
2020-05-18 18:00:53,4,3,4,2,25,3,1,1,3,1321
2023-09-18 14:10:50,1,1,2,2,15,2,1,2,2,1323
2022-02-07 14:41:04,4,4,3,5,10,2,4,3,6,1935
2023-12-31 23:07:31,1,4,5,2,30,1,3,1,1,1766
2021-12-02 08:30:14,4,3,5,4,10,2,4,0,4,1227
2020-12-24 01:34:12,2,1,4,4,10,1,1,1,2,1333
2023-12-17 15:49:09,4,2,5,2,25,3,3,1,1,1409
2022-11-20 11:59:55,1,4,3,1,20,3,1,2,2,1892
2023-07-06 23:58:54,3,4,3,5,25,3,2,0,0,1497
2022-06-29 10:33:00,3,2,1,4,15,1,2,0,2,1725
2024-01-04 00:25:38,1,1,5,5,20,1,3,2,0,972
2020-09-25 06:03:06,2,1,1,5,10,2,2,1,2,1363
2023-10-09 22:36:58,1,1,1,3,10,1,1,2,6,1358
2020-02-07 22:40:29,4,2,3,1,10,2,4,0,5,1751
2020-01-20 12:36:35,1,3,5,3,10,2,3,2,0,1726
2020-02-13 03:54:28,2,2,3,2,10,1,3,1,4,1275
2022-01-05 21:18:53,1,3,6,1,30,3,1,2,2,1225
2022-08-01 15:55:13,1,5,5,3,20,3,1,0,6,1240
2023-03-22 13:48:47,4,1,2,2,20,2,4,1,0,1190
2023-06-08 16:47:25,3,3,5,5,10,2,1,1,0,1260
2020-11-28 07:12:54,4,2,4,4,20,1,4,1,4,1853
2022-06-12 07:39:06,4,1,2,4,20,1,3,2,1,1161
2021-03-01 18:54:59,4,1,7,2,25,1,2,2,2,1205
2021-05-14 06:28:28,1,5,6,4,10,1,1,0,3,1171
2021-05-25 10:24:45,4,1,3,4,25,1,4,2,2,1299
2023-09-06 23:41:09,3,2,3,3,30,2,1,3,3,1535
2022-09-02 19:29:43,3,4,4,3,30,1,4,2,3,1680
2023-11-01 07:48:18,1,1,3,5,15,1,4,3,1,1249
2022-06-26 20:50:53,4,2,6,2,25,3,3,0,5,1189
2021-03-20 01:07:04,4,2,2,2,25,2,3,2,4,1343
2020-10-22 06:01:05,4,3,1,2,30,1,1,3,3,1260
2023-05-05 05:26:09,3,4,7,5,25,2,3,3,5,2032
2023-01-25 04:59:44,4,4,1,5,10,2,3,3,0,1700
2023-08-27 18:15:44,4,4,5,1,30,2,2,3,3,1902
2024-08-23 18:49:23,3,2,2,4,20,1,1,1,4,1881
2022-01-14 16:05:46,1,5,5,1,20,1,4,1,0,1360
2021-11-30 05:39:15,4,3,5,2,15,2,4,1,0,1268
2022-05-22 23:04:10,1,5,1,5,25,1,1,2,5,1475
2021-04-16 20:08:26,4,4,6,3,30,3,2,1,6,1934
2022-06-16 05:34:29,3,1,2,2,10,3,3,0,5,1097
2021-08-13 18:56:51,2,3,6,3,30,1,2,2,5,1268
2024-01-30 10:26:40,4,2,4,3,10,3,2,0,6,1611
2022-04-25 14:58:14,3,3,5,5,30,1,4,0,6,1235
2024-04-25 14:13:34,1,2,7,1,10,3,4,3,3,1463
2020-02-29 00:54:28,1,5,2,3,20,2,4,2,0,1414
2023-05-29 19:32:01,4,5,7,3,20,3,2,1,4,1664
2021-04-16 23:09:22,2,2,2,4,25,2,1,1,6,1699
2022-11-16 05:41:25,4,3,3,5,15,3,3,2,6,1569
2021-04-10 22:16:45,1,1,1,1,10,3,2,1,2,1314
2021-11-29 07:23:37,3,2,2,5,10,1,2,3,4,1586
2024-08-30 11:09:40,2,2,1,5,20,3,4,3,2,1706
2021-10-24 10:16:24,3,3,1,3,10,1,4,1,2,1425
2022-05-16 07:52:23,2,4,2,5,15,1,2,0,1,1690
2024-06-01 03:04:00,1,5,6,5,25,2,4,2,6,1526
2024-02-13 07:38:08,4,4,1,1,15,3,1,0,4,1863
2023-09-04 05:14:20,4,1,5,4,15,3,3,3,3,1370
2021-02-23 10:36:38,1,2,1,3,20,2,3,2,0,1425
2022-10-09 14:13:32,4,4,6,4,25,1,4,1,1,2089
2023-09-16 22:48:24,1,1,1,5,20,1,2,0,3,1135
2020-01-01 02:01:18,2,4,6,2,25,1,3,0,4,2029
2020-11-11 10:11:46,3,2,5,3,25,2,4,3,2,1961
2024-05-08 08:18:47,3,3,7,4,15,3,2,2,3,1536
2021-04-13 17:13:30,1,5,5,1,30,1,1,3,6,1304
2024-02-17 00:18:31,2,1,2,2,15,1,3,1,0,1066
2020-05-22 18:45:54,1,1,7,5,10,1,3,0,1,1187
2021-07-25 06:48:22,2,2,2,5,10,2,1,3,4,1788
2022-07-28 07:25:12,1,5,7,4,10,1,4,1,6,1750
2021-03-24 11:27:34,2,2,2,3,30,3,4,0,4,1854
2024-03-08 09:09:24,4,3,4,5,15,1,4,1,4,1286
2020-03-14 12:28:22,1,4,4,5,30,3,3,0,1,1863
2022-07-26 03:53:21,3,2,6,4,20,1,2,3,2,1791
2020-10-27 22:27:51,4,4,5,3,15,1,1,3,4,1999
2023-10-26 15:14:41,1,3,5,5,10,1,3,3,0,1391
2021-12-22 01:48:08,4,4,2,1,25,1,2,1,5,1832
2023-02-23 03:12:41,2,5,2,2,10,2,4,3,6,1342
2020-05-19 13:33:53,2,5,3,3,15,1,2,3,1,1550
2024-04-11 12:46:48,2,3,4,5,25,1,1,0,3,1170
2020-02-16 16:43:45,1,1,4,1,20,3,3,2,0,1127
2022-01-04 01:13:43,2,3,1,4,15,2,1,3,1,1411
2022-05-25 18:02:22,4,2,4,2,20,1,1,2,1,1880
2022-09-04 14:36:01,3,3,1,3,25,1,3,2,5,1615
2021-11-20 20:49:26,3,5,3,1,30,2,1,1,5,1558
2023-07-29 20:30:50,1,4,7,1,30,2,3,2,0,2015
2023-12-07 21:00:31,1,1,4,5,30,2,4,0,1,1212
2024-06-09 00:28:19,2,5,2,2,30,1,4,1,2,1537
2024-05-28 06:16:38,3,4,1,1,30,2,3,1,3,1805
2020-06-22 21:06:25,3,3,1,1,25,3,2,3,2,1365
2021-03-04 09:39:02,4,5,7,3,20,2,4,0,1,1389
2022-02-20 01:52:43,4,3,3,4,15,1,2,2,2,1393
2020-01-30 20:01:59,2,4,1,5,15,3,3,2,0,1955
2023-01-06 07:30:55,1,2,2,2,30,1,3,0,2,1151
2020-06-08 02:18:00,4,2,7,5,30,3,1,0,1,1568
2024-05-30 02:09:41,2,1,3,2,20,3,1,3,6,1187
2023-08-14 00:30:14,3,5,2,4,20,2,2,0,0,1060
2024-01-24 04:08:58,4,1,3,2,25,2,4,1,1,1164
2023-11-04 18:53:05,3,5,7,2,30,3,4,2,0,1720
2021-09-10 15:27:26,2,1,5,5,10,1,4,0,5,1229
2020-01-24 23:24:27,4,3,4,5,25,2,2,3,1,1281
2023-04-27 12:27:42,3,3,3,3,10,1,2,1,3,1338
2020-05-08 14:00:14,4,2,6,2,20,3,3,3,6,1299
2020-02-28 18:43:19,3,1,3,4,20,1,4,2,1,1405
2023-07-23 13:36:04,4,4,2,4,10,1,2,0,6,1774
2022-01-31 18:29:10,3,5,6,3,10,2,2,2,5,1574
2022-01-19 15:49:25,3,5,6,2,10,3,4,2,4,1663
2020-04-06 19:30:29,4,3,3,5,15,3,1,1,5,1179
2022-09-22 05:10:17,1,4,4,4,10,3,2,1,5,1924
2023-12-30 17:50:58,3,2,4,3,15,2,3,2,1,1539
2021-08-16 04:18:51,1,3,7,2,15,2,1,0,2,1129
2023-11-20 01:24:05,1,2,7,4,30,2,4,2,1,1553
2020-01-14 20:43:07,1,2,6,2,20,3,1,0,6,1639
2023-10-22 16:40:03,2,5,5,3,15,2,2,0,3,1115
2020-05-11 16:37:24,2,2,5,1,10,2,2,3,4,1577
2022-07-05 12:49:55,1,2,7,5,20,3,4,0,4,1459
2023-07-31 15:49:14,4,5,1,1,15,3,3,1,2,1337
2020-09-17 22:00:15,1,5,6,2,20,2,4,3,0,1729
2021-07-07 13:41:59,1,2,6,5,15,1,2,0,6,1718
2023-11-28 08:21:05,4,5,1,5,25,2,3,1,1,1430
2021-11-11 22:29:17,1,3,1,5,25,1,3,2,0,1529
2023-05-26 03:45:36,1,4,1,4,15,3,2,0,4,1661
2022-06-08 01:17:09,3,3,6,1,15,2,2,2,2,1098
2020-04-06 06:07:08,2,3,7,3,15,3,1,3,6,1320
2023-05-07 17:14:56,3,2,4,4,25,2,4,3,5,1789
2023-04-29 17:14:28,3,1,3,5,20,1,1,0,1,1011
2023-02-17 15:03:27,2,4,6,5,20,2,3,1,5,2062
2021-01-04 23:48:46,4,1,1,1,20,1,3,3,6,1108
2023-05-31 03:10:32,2,1,4,1,25,3,3,3,4,1306
2021-06-15 15:02:59,2,4,6,4,25,1,4,0,5,1826
2021-11-14 10:50:30,4,4,3,1,30,3,4,1,1,1823
2021-09-25 21:33:48,2,4,4,1,25,3,4,3,5,1657
2020-12-23 11:44:20,1,5,6,2,30,2,4,3,5,1586
2023-03-04 20:35:57,1,4,5,2,20,2,4,3,5,1800
2020-03-18 13:12:05,3,5,2,3,15,3,3,2,3,1358
2021-09-15 00:32:10,2,4,2,3,20,3,4,1,6,1906
2022-08-13 13:45:05,4,4,7,5,25,2,2,2,3,1900
2022-05-21 10:19:59,1,5,2,1,15,3,2,2,0,1323
2023-09-13 07:13:44,3,3,7,2,15,1,4,3,0,1409
2023-10-29 04:52:40,3,3,5,4,30,2,1,1,1,1225
2021-12-18 13:15:58,2,2,1,2,10,3,2,2,5,1434
2020-07-19 12:02:51,3,3,4,3,25,2,1,0,5,1216
2024-08-14 21:47:53,4,1,2,4,10,1,3,3,5,1241
2022-11-04 07:19:44,3,1,6,2,20,3,3,0,2,1226
2022-08-21 00:04:59,2,5,3,2,15,3,2,1,0,1446
2021-05-19 23:34:38,4,4,4,2,15,1,3,3,2,2010
2023-01-04 03:52:58,4,5,3,3,30,3,4,0,1,1153
2021-12-14 06:43:17,2,2,3,3,20,3,2,0,0,1732
2020-10-05 19:28:20,1,1,2,4,10,2,2,1,3,1302
2020-02-15 17:22:27,1,5,5,5,10,3,1,1,3,1405
2021-06-17 22:14:23,1,1,6,1,20,1,1,1,2,1234
2022-08-03 16:48:36,4,1,3,3,30,3,3,0,5,1020
2022-11-24 23:34:20,2,1,2,5,10,1,3,1,0,1379
2024-05-08 23:53:20,4,1,4,1,15,2,1,0,1,1206
2023-02-08 20:00:32,3,3,5,2,20,1,3,0,6,1391
2022-04-17 14:05:38,3,3,4,4,30,1,4,0,6,1189
2024-04-28 20:07:11,2,4,5,2,15,3,1,2,1,1944
2020-02-05 23:06:46,2,2,3,5,15,1,1,2,3,1722
2020-09-30 16:10:00,2,1,5,5,30,3,2,3,1,1047
2020-09-08 11:58:45,3,4,5,2,10,3,2,1,4,1727
2024-03-13 01:55:10,3,1,6,2,15,2,3,0,1,1118
2022-12-18 02:34:42,4,4,1,4,20,1,3,1,6,2094
2024-02-22 07:14:00,2,4,7,3,15,2,4,2,3,1827
2021-02-11 05:32:32,3,5,1,1,10,3,2,1,4,1121
2022-01-20 10:23:51,4,3,7,2,25,2,2,2,3,1313
2023-09-18 02:41:10,4,4,1,4,20,3,1,1,0,1983
2020-01-06 00:50:38,3,4,2,3,30,3,2,3,6,1865
2024-08-31 22:04:18,2,5,2,1,15,1,2,2,3,1379
2020-07-20 13:14:09,2,1,5,4,25,2,1,2,6,1340
2021-07-17 14:33:09,4,2,5,5,30,2,1,1,1,1641
2020-04-06 21:05:33,4,2,1,3,30,3,3,2,6,1403
2023-04-11 12:38:05,3,5,6,1,30,1,3,3,1,1515
2024-04-25 23:36:37,3,5,6,2,30,2,1,1,5,1673
2024-03-21 10:48:01,1,4,1,1,15,2,2,1,4,2044
2021-09-01 07:58:28,4,4,3,2,20,2,2,0,4,1586
2023-02-09 02:21:09,3,1,1,4,15,3,4,0,6,1285
2021-10-26 07:56:26,1,2,4,5,10,1,4,2,1,1667
2022-09-21 11:19:14,3,5,2,3,15,1,2,2,2,1514
2023-01-04 15:06:48,3,4,7,2,25,1,4,1,3,1798
2021-06-05 04:06:26,4,4,4,3,30,2,4,1,5,1693
2021-07-06 02:31:50,3,3,6,4,30,1,2,0,3,1276
2022-02-13 18:15:38,1,1,6,1,15,2,2,0,5,1124
2022-08-02 04:56:51,4,2,2,2,10,1,3,1,5,1681
2022-03-29 23:52:17,3,1,2,4,10,1,3,3,3,1380
2024-04-29 00:17:49,3,1,1,2,25,2,3,0,1,1088
2022-07-07 20:01:59,4,5,5,4,10,1,1,3,3,1499
2022-12-22 02:12:51,1,1,6,3,30,1,4,3,4,1397
